namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",74d61646-391b-4762-8a98-db254ab6d22f,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,,"T1.Q7, T1.Q8",nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,857d25f3-1a9c-45a3-b9dc-5cdc41e9d438,T1.Q2.A8,Other evidence,T1.Q3,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",74d61646-391b-4762-8a98-db254ab6d22f,T1.Q2,What evidence is given for the primary causal claim? Select all that apply.,CHECKBOX,,"T1.Q7, T1.Q8",nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,052b997a-f13c-405d-8fc8-7465208e0b66,T1.Q2.A9,No evidence given,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fb6276fc-86ef-4448-a7cb-702d82f36e30,T1.Q3,What other evidence is given?,TEXT,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,90daa627-a188-44fb-ba2f-bf88f2743701,T1.Q3.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",25b2a9d6-60ec-4527-b8fa-fdea1f8a0475,T1.Q4,How representative is the sample of the population that the claim is made about?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,1b8f27c0-91ce-4230-89db-72f6f08af2d8,T1.Q4.A1,Very representative (Also choose this if entire population is examined),,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",25b2a9d6-60ec-4527-b8fa-fdea1f8a0475,T1.Q4,How representative is the sample of the population that the claim is made about?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,e07bdb8b-fbcc-45c7-8bc2-4dd925f035ca,T1.Q4.A2,Fairly representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",25b2a9d6-60ec-4527-b8fa-fdea1f8a0475,T1.Q4,How representative is the sample of the population that the claim is made about?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,bb6f79bb-745d-4f1f-aadc-1ca3f294dd1a,T1.Q4.A3,Somewhat representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",25b2a9d6-60ec-4527-b8fa-fdea1f8a0475,T1.Q4,How representative is the sample of the population that the claim is made about?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,96fde299-cf70-4ac8-b179-7bf7936edad1,T1.Q4.A4,Slightly representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",25b2a9d6-60ec-4527-b8fa-fdea1f8a0475,T1.Q4,How representative is the sample of the population that the claim is made about?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,b0cd6daf-353b-4bc0-a1cd-1c305a361edd,T1.Q4.A5,Not at all representative,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",25b2a9d6-60ec-4527-b8fa-fdea1f8a0475,T1.Q4,How representative is the sample of the population that the claim is made about?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,7369a857-fd09-4a36-8e26-e64e8d5a6641,T1.Q4.A6,Can't tell; not enough info,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b9c8ffec-24ae-49e1-abb2-a6f0c9a800fb,T1.Q5,"Was there an adequate control? If so, highlight section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,95756885-3992-445b-bd6b-07fa38624cb5,T1.Q5.A1,Appropriate control,T1.Q6,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b9c8ffec-24ae-49e1-abb2-a6f0c9a800fb,T1.Q5,"Was there an adequate control? If so, highlight section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,cf5dd87d-bb5c-433d-abbc-d2a532798b73,T1.Q5.A2,Questionably appropriate control,T1.Q6,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b9c8ffec-24ae-49e1-abb2-a6f0c9a800fb,T1.Q5,"Was there an adequate control? If so, highlight section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,613460a7-bbf4-4c6c-bdbb-8d2d4c291825,T1.Q5.A3,Inappropriate control,T1.Q6,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b9c8ffec-24ae-49e1-abb2-a6f0c9a800fb,T1.Q5,"Was there an adequate control? If so, highlight section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,464a0e54-f7bb-46c7-b51c-9d1af2883ed7,T1.Q5.A4,No control,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",b9c8ffec-24ae-49e1-abb2-a6f0c9a800fb,T1.Q5,"Was there an adequate control? If so, highlight section.",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,ddb82ce8-8e29-4dfe-9aef-30e54ef42fef,T1.Q5.A5,Can't tell; not enough info,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8189eace-aa5e-4547-9ede-a5353cd06474,T1.Q6,Was randomized assignment used?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,479495fb-6184-486b-8b8b-d77dedac30ab,T1.Q6.A1,Yes,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8189eace-aa5e-4547-9ede-a5353cd06474,T1.Q6,Was randomized assignment used?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,ea08c28a-2a82-4646-8c8a-57cc41eb5628,T1.Q6.A2,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8189eace-aa5e-4547-9ede-a5353cd06474,T1.Q6,Was randomized assignment used?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,338272ec-2199-4b25-9d3b-7a55ad0c37fd,T1.Q6.A3,Can't tell; not enough info,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c75f7563-06fc-4613-ab51-8f3c13c3c38e,T1.Q7,What is the best alternative explanation you can think of that could lead to the same set of evidence?,TEXT,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,682be4e9-7e39-45b2-82e6-9f6300bb173c,T1.Q7.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4bdfc08f-90f0-4880-8f06-2182773b397c,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,4aa8619b-1f36-468d-8fac-271257a983c2,T1.Q8.A1,Much more likely than author’s,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4bdfc08f-90f0-4880-8f06-2182773b397c,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,2c2fee8b-febf-47ea-bc9f-797ec750a137,T1.Q8.A2,Somewhat more likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4bdfc08f-90f0-4880-8f06-2182773b397c,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,32bf9a23-99db-4331-ab8a-5b73ab849d8f,T1.Q8.A3,Equally likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4bdfc08f-90f0-4880-8f06-2182773b397c,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,5f82927d-95d4-4506-9d68-259aa66fcc69,T1.Q8.A4,Somewhat less likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",4bdfc08f-90f0-4880-8f06-2182773b397c,T1.Q8,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,8eab0dab-e8d4-41ea-af54-5dea4d1e6964,T1.Q8.A5,Much less likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",af70892d-ca87-4500-a11e-61a31a5b3509,T1.Q9,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,2226abe4-b7a9-4ea8-acfd-13387300f3fb,T1.Q9.A1,Yes,"T1.Q10, T1.Q11",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",af70892d-ca87-4500-a11e-61a31a5b3509,T1.Q9,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,ce339f45-14dc-415e-a131-0080183cec70,T1.Q9.A2,Maybe,"T1.Q10, T1.Q11",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",af70892d-ca87-4500-a11e-61a31a5b3509,T1.Q9,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,27ebbcb0-94fa-4477-8644-af3f6c9ea03b,T1.Q9.A3,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1a84fe91-82a0-4391-b25b-6e9674b806d9,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,b22b58df-b346-4339-a9fa-b5cd4f726962,T1.Q10.A1,Extremely Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1a84fe91-82a0-4391-b25b-6e9674b806d9,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,14d9f2a5-3d50-4e30-bfe2-2465fa560482,T1.Q10.A2,Somewhat Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Evidence2020_03_21,45dce5251bd3ea6e908fa33ac9e6a8e17e6830215912ce1626cf4206e159819c,32fbc0da-a6c1-418d-a1c3-1a62dc841049,Evidence Specialist,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",1a84fe91-82a0-4391-b25b-6e9674b806d9,T1.Q10,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,8887f35b-e3c5-4ef9-b87e-ce3ff1fdbfef,T1.Q10.A3,Neither Likely nor Unlikely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
