namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",bd653117-e0ee-492a-9f4e-1fc698f242e1,T1.Q3,Is the source anonymous or unnamed?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,465ce63e-b0b9-412c-9762-390522d83f87,T1.Q3.A1,Yes,T1.Q4,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",bd653117-e0ee-492a-9f4e-1fc698f242e1,T1.Q3,Is the source anonymous or unnamed?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,830590a6-c418-4ac8-ae04-a37ef06981a1,T1.Q3.A2,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,2a6afb3b-4d56-4789-9604-393b55a3f836,T1.Q4.A1,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,177cff86-dbeb-4723-8d85-b2a245659ee3,T1.Q4.A2,To protect national security,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,94b642dc-2ba8-423b-8b67-59219374980a,T1.Q4.A3,To protect an ongoing investigation/inquiry,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,ac5be5b4-814f-4168-a24d-1d9f8cd138cc,T1.Q4.A4,To protect the privacy of victims,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,bc3ddbe1-019d-430c-ad2b-e067b65ec651,T1.Q4.A5,To protect the privacy of family members,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,baacd2d8-82d2-45ae-a453-aed9f87aeab2,T1.Q4.A6,So the source can speak freely or candidly,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,82d649fe-3096-4ad5-9b8c-912c1910b869,T1.Q4.A7,Because the source is not supposed to be speaking to reporters,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,0cf1a8a0-64bd-45d6-8a6c-2a64e4341cc1,T1.Q4.A8,Because the source is a whistleblower,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",5bf42187-390f-487e-ab57-ca3134bb3590,T1.Q4,Has the author indicated why the source is unnamed?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,d6ca1bb9-4d77-4226-864b-e2b25a7f780a,T1.Q4.A9,Other (please highlight),,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,f2c0db3e-4b58-4d01-a6b2-de7f16e7aebd,T1.Q5.A1,"Honorific (e.g. Mr. Mrs., Dr.)",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,ce605c86-4fbc-4cab-a138-d372fe03d391,T1.Q5.A2,"Title, role, or position (e.g. ""Professor of Paleontology"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,853e3aa2-66a5-43cc-8bf0-52734b226f92,T1.Q5.A3,"First name (e.g. ""Jon"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,06af4025-299a-4b5b-b4d7-5be8b5a61642,T1.Q5.A4,Middle name or initial,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,7cc2e40b-10cc-4390-bf1b-9b74dbdc7195,T1.Q5.A5,"Last name (e.g. ""Snow"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,38facd55-9bda-4907-aad4-9b956563e6c7,T1.Q5.A6,"Other description of person (e.g. ""Boston's favorite ice cream heiress"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,b769a715-d94f-40c0-819e-7583c8d74f5e,T1.Q5.A7,"Organization (e.g. ""from House Stark"" or ""of the University of Lichfield"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,953acbf2-da29-452d-a081-f06c7ea8a359,T1.Q5.A8,"Description of Organization (i.e. ""a Springfield institution"")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",a7bb02ad-3734-49d0-b8ba-80a17462700b,T1.Q5,Highlight all the ways the source is described ...(check & highlight all that apply),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,fcd891a5-40a2-4af0-bfbf-c609d91958a6,T1.Q5.A9,"Only a vague description (e.g. ""experts say ..."")",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fd1d28ad-b310-4e84-9e0e-1e4ed6d14731,T1.Q6,"Using the highlighter options below, indicate which portions of the bolded text are:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,fd3e139d-e365-488f-97c3-4a4131f238e2,T1.Q6.A1,Direct quote,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",fd1d28ad-b310-4e84-9e0e-1e4ed6d14731,T1.Q6,"Using the highlighter options below, indicate which portions of the bolded text are:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,557c5d51-1a69-4168-a738-c69eeb0faee8,T1.Q6.A2,Paraphrase,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8c1b4b2c-d251-4dc9-aa2d-6566c5f6f35c,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,2e00d759-6c1c-46c3-81e0-e281136f9382,T1.Q7.A1,Spoken directly to the reporter,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8c1b4b2c-d251-4dc9-aa2d-6566c5f6f35c,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,d1a7303b-ad6f-41ad-863e-e951b843e484,T1.Q7.A2,Spoken into a video and/or audio recording device,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8c1b4b2c-d251-4dc9-aa2d-6566c5f6f35c,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,d10b9cd4-4b28-418d-9abc-7fab7e5a5fb7,T1.Q7.A3,Heard or read by third party.,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8c1b4b2c-d251-4dc9-aa2d-6566c5f6f35c,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,92a4760b-9e24-453d-9e48-55b25d154a95,T1.Q7.A4,"Written public material (e.g. book, social media, etc.)",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8c1b4b2c-d251-4dc9-aa2d-6566c5f6f35c,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,df6c1105-80c9-4dad-a2d8-4238177ba049,T1.Q7.A5,Written private correspondence (e.g. email),,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,daed9911-8870-4b20-ab48-ac46941e6a02,Quote Source Relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",8c1b4b2c-d251-4dc9-aa2d-6566c5f6f35c,T1.Q7,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,ab575566-7f11-4a2d-90cc-6ea59d41f3f7,T1.Q7.A6,Can't tell,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
