namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",ad05aa28-e72f-4c0e-8dc1-00392940f966,T1.Q3,Were the data created by observing some sample group meant to represent some larger population?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,0f18dd39-1bb4-4b0b-88a1-6861c6acfd89,T1.Q3.A2,Maybe,"T1.Q4, T1.Q5",1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",ad05aa28-e72f-4c0e-8dc1-00392940f966,T1.Q3,Were the data created by observing some sample group meant to represent some larger population?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,f4071582-4e67-4483-bf53-627d6106665e,T1.Q3.A3,"No, the numbers/data are NOT measured from a sample group meant to represent a larger population.",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",ad05aa28-e72f-4c0e-8dc1-00392940f966,T1.Q3,Were the data created by observing some sample group meant to represent some larger population?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,6ff95d28-eac9-481d-a64d-36f82cbfe350,T1.Q3.A4,"No, the numbers/data are collected from/about an entire group, not just a portion of the group.",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",7e3253b5-6b6a-4ad7-94d3-7bb695b42763,T1.Q4,"Does the sample group (i.e. the entities observed) seem to accurately represent the larger group? (For example: 2000 randomly selected Americans is a good sample to represent 'All Americans', BUT 20 people from one neighborhood is not a good sample for representing ‘All Americans.’)",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,61eeb71b-0e20-4e33-8dce-9e3b18ce8fc0,T1.Q4.A1,Yes,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",7e3253b5-6b6a-4ad7-94d3-7bb695b42763,T1.Q4,"Does the sample group (i.e. the entities observed) seem to accurately represent the larger group? (For example: 2000 randomly selected Americans is a good sample to represent 'All Americans', BUT 20 people from one neighborhood is not a good sample for representing ‘All Americans.’)",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,d0ad1f78-a651-410e-b24b-dc04f9072411,T1.Q4.A2,I think so,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",7e3253b5-6b6a-4ad7-94d3-7bb695b42763,T1.Q4,"Does the sample group (i.e. the entities observed) seem to accurately represent the larger group? (For example: 2000 randomly selected Americans is a good sample to represent 'All Americans', BUT 20 people from one neighborhood is not a good sample for representing ‘All Americans.’)",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,8faa96cf-3416-4eca-999d-3a8890fccd2f,T1.Q4.A3,Maybe,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",7e3253b5-6b6a-4ad7-94d3-7bb695b42763,T1.Q4,"Does the sample group (i.e. the entities observed) seem to accurately represent the larger group? (For example: 2000 randomly selected Americans is a good sample to represent 'All Americans', BUT 20 people from one neighborhood is not a good sample for representing ‘All Americans.’)",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,d57d2d0e-05d8-43d8-baa4-4db74d072a77,T1.Q4.A4,Probably not,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",7e3253b5-6b6a-4ad7-94d3-7bb695b42763,T1.Q4,"Does the sample group (i.e. the entities observed) seem to accurately represent the larger group? (For example: 2000 randomly selected Americans is a good sample to represent 'All Americans', BUT 20 people from one neighborhood is not a good sample for representing ‘All Americans.’)",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,81540fc1-dd30-469c-ab77-d28aaf6f3e4f,T1.Q4.A5,Not enough information,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",7e3253b5-6b6a-4ad7-94d3-7bb695b42763,T1.Q4,"Does the sample group (i.e. the entities observed) seem to accurately represent the larger group? (For example: 2000 randomly selected Americans is a good sample to represent 'All Americans', BUT 20 people from one neighborhood is not a good sample for representing ‘All Americans.’)",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,4ee4dd15-d2cc-4322-abd0-48bfc427ba62,T1.Q4.A6,No,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",6fb4e065-6510-4a77-8a00-b641f97c48fd,T1.Q5,"How likely is it that the evidence for the relationship was just a random blip? That is, if we got more data, how likely is it that we would see different results?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,188d6d88-29c7-45b5-9ff5-8c30f33a4a52,T1.Q5.A1,Extremely likely this is just a random blip.,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",6fb4e065-6510-4a77-8a00-b641f97c48fd,T1.Q5,"How likely is it that the evidence for the relationship was just a random blip? That is, if we got more data, how likely is it that we would see different results?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,e23911fd-1c4a-448f-9016-a6a590c4e7b3,T1.Q5.A2,Somewhat likely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",6fb4e065-6510-4a77-8a00-b641f97c48fd,T1.Q5,"How likely is it that the evidence for the relationship was just a random blip? That is, if we got more data, how likely is it that we would see different results?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,17e99a89-f078-417d-8dad-88266a6c2741,T1.Q5.A3,Neither likely nor unlikely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",6fb4e065-6510-4a77-8a00-b641f97c48fd,T1.Q5,"How likely is it that the evidence for the relationship was just a random blip? That is, if we got more data, how likely is it that we would see different results?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,79c4fe8b-957a-42c3-9237-c5075d0ee7f6,T1.Q5.A4,Somewhat unlikely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",6fb4e065-6510-4a77-8a00-b641f97c48fd,T1.Q5,"How likely is it that the evidence for the relationship was just a random blip? That is, if we got more data, how likely is it that we would see different results?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,04e8220d-4bdf-4d5b-9a69-295e4aa53570,T1.Q5.A5,Very unlikely this is just a random blip.,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0717b191-a366-4944-b1b2-a4a803311ef8,T1.Q6,"Assuming that researchers are usually careful, how likely is it that the data or analysis are distorted?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,51e518b4-07d4-41a1-a807-8cd944762526,T1.Q6.A1,Extremely Likely the data were gathered or analyzed incorrectly.,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0717b191-a366-4944-b1b2-a4a803311ef8,T1.Q6,"Assuming that researchers are usually careful, how likely is it that the data or analysis are distorted?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,5015116b-e51f-4573-99a4-0cb25fe47709,T1.Q6.A2,Somewhat Likely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0717b191-a366-4944-b1b2-a4a803311ef8,T1.Q6,"Assuming that researchers are usually careful, how likely is it that the data or analysis are distorted?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,6fd9a409-77c5-4a15-a5f9-fadf1fc7f831,T1.Q6.A3,Not Sure,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0717b191-a366-4944-b1b2-a4a803311ef8,T1.Q6,"Assuming that researchers are usually careful, how likely is it that the data or analysis are distorted?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,0a8c3fa6-abc8-44a3-a3bb-e6d7c5a26e65,T1.Q6.A4,Somewhat Unlikely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",0717b191-a366-4944-b1b2-a4a803311ef8,T1.Q6,"Assuming that researchers are usually careful, how likely is it that the data or analysis are distorted?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3791e4a3-30f9-4033-8885-c0d4375c3a12,T1.Q6.A5,Very Unlikely the data were gathered or analyzed incorrectly.,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",021c3f74-3763-49c0-b307-1f4554bc3f7a,T1.Q7,"Does the evidence appearing in bold font result from an experiment? That is, was something changed (an “intervention” or “treatment”) to observe the effect?",RADIO,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,737b6d8f-2638-42a0-8ff8-1f4637b9c0f1,T1.Q7.A1,"Yes, scientists intentionally made some intervention (X) to observe its effects (Y). (e.g. Some people were given a medicine (X) & its effect on their health (Y) was observed; or some people were showed a video (X) & its effects on their beliefs (Y) was observed; or, some beakers of water were mixed with a chemical (X) to see how the water's color (Y) was effected; etc.)",T1.Q8,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",021c3f74-3763-49c0-b307-1f4554bc3f7a,T1.Q7,"Does the evidence appearing in bold font result from an experiment? That is, was something changed (an “intervention” or “treatment”) to observe the effect?",RADIO,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,36317c89-fd43-434f-b3e3-6eece8fd9377,T1.Q7.A2,It was a 'Natural Experiment.'' Researchers observed the effects of some change/intervention/treatment that occurred in the world without the researchers creating the intervention. (e.g. Scientists observed areas that experienced flooding (X) to see how the flooding effected crop harvests (Y).),T1.Q8,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",021c3f74-3763-49c0-b307-1f4554bc3f7a,T1.Q7,"Does the evidence appearing in bold font result from an experiment? That is, was something changed (an “intervention” or “treatment”) to observe the effect?",RADIO,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",3,d9e78374-1540-4a11-9d18-e0e860de12b1,T1.Q7.A3,"No, the evidence is not about any intervention/change/treatment observed by researchers. (The evidence represents the results from e.g. an opinion poll; or a simple measurement of the heights of objects; etc.)",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",35ecdf92-e2c1-44e4-a674-cb8cf82f37e0,T1.Q8,Which of the features of a randomized controlled experiment were present?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,2c1c8fc4-b86d-4a9d-a772-b6be47335ea0,T1.Q8.A1,"‘Control Group’ – A portion of the experimental subjects (people, animals, beakers of water, etc.) did NOT experience the intervention/treatment.",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",35ecdf92-e2c1-44e4-a674-cb8cf82f37e0,T1.Q8,Which of the features of a randomized controlled experiment were present?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,dc4a7d3f-0cab-447a-bd79-157fcb74c199,T1.Q8.A2,‘Randomized Assignment of Subjects’ – The Intervention Group(s) and Control Group are similar to each other in every way except that the ‘Control Group’ did not receive the intervention/treatment.,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",35ecdf92-e2c1-44e4-a674-cb8cf82f37e0,T1.Q8,Which of the features of a randomized controlled experiment were present?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,be8b1ec8-fdbb-45b0-b191-dcbf9d5ad505,T1.Q8.A3,Can’t tell; not enough information,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",35ecdf92-e2c1-44e4-a674-cb8cf82f37e0,T1.Q8,Which of the features of a randomized controlled experiment were present?,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,e2299ff5-d6c0-440f-94bd-58318ec58b9a,T1.Q8.A4,Neither ‘Control Group’ nor ‘Randomized Assignment of Subjects’,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
